zip,county_name
10579,PUTNAM
10580,WESTCHESTER
10583,WESTCHESTER
10588,WESTCHESTER
10589,WESTCHESTER
10590,WESTCHESTER
10591,WESTCHESTER
10594,WESTCHESTER
10595,WESTCHESTER
10596,WESTCHESTER
10597,WESTCHESTER
10598,WESTCHESTER
10601,WESTCHESTER
10603,WESTCHESTER
10604,WESTCHESTER
10605,WESTCHESTER
10606,WESTCHESTER
10607,WESTCHESTER
10701,WESTCHESTER
10703,WESTCHESTER
10704,WESTCHESTER
10705,WESTCHESTER
10706,WESTCHESTER
10707,WESTCHESTER
10708,WESTCHESTER
10709,WESTCHESTER
10710,WESTCHESTER
10801,WESTCHESTER
10803,WESTCHESTER
10804,WESTCHESTER
10805,WESTCHESTER
10901,ROCKLAND
10910,ORANGE
10911,ORANGE
10913,ROCKLAND
10914,ORANGE
10915,ORANGE
10916,ORANGE
10917,ORANGE
10918,ORANGE
10919,ORANGE
10920,ROCKLAND
10921,ORANGE
10922,ORANGE
10923,ROCKLAND
10924,ORANGE
10925,ORANGE
10926,ORANGE
10927,ROCKLAND
10928,ORANGE
10930,ORANGE
10931,ROCKLAND
10932,ORANGE
10933,ORANGE
10940,ORANGE
10941,ORANGE
10950,ORANGE
10952,ROCKLAND
10953,ORANGE
10954,ROCKLAND
10956,ROCKLAND
10958,ORANGE
10960,ROCKLAND
10962,ROCKLAND
10963,ORANGE
10964,ROCKLAND
10965,ROCKLAND
10968,ROCKLAND
10969,ORANGE
10970,ROCKLAND
10973,ORANGE
10974,ROCKLAND
10975,ORANGE
10976,ROCKLAND
10977,ROCKLAND
10979,ORANGE
10980,ROCKLAND
10983,ROCKLAND
10984,ROCKLAND
10985,ORANGE
10986,ROCKLAND
10987,ORANGE
10988,ORANGE
10989,ROCKLAND
10990,ORANGE
10992,ORANGE
10993,ROCKLAND
10994,ROCKLAND
10996,ORANGE
10998,ORANGE
11001,NASSAU
11003,NASSAU
11004,QUEENS
11005,QUEENS
11010,NASSAU
11020,NASSAU
11021,NASSAU
11023,NASSAU
11024,NASSAU
11030,NASSAU
11040,NASSAU
11042,NASSAU
11050,NASSAU
11096,NASSAU
11101,QUEENS
11102,QUEENS
11103,QUEENS
11104,QUEENS
11105,QUEENS
11106,QUEENS
11109,QUEENS
11201,KINGS
11203,KINGS
11204,KINGS
11205,KINGS
11206,KINGS
11207,KINGS
11208,KINGS
11209,KINGS
11210,KINGS
11211,KINGS
11212,KINGS
11213,KINGS
11214,KINGS
11215,KINGS
11216,KINGS
11217,KINGS
11218,KINGS
11219,KINGS
11220,KINGS
11221,KINGS
11222,KINGS
11223,KINGS
11224,KINGS
11225,KINGS
11226,KINGS
11228,KINGS
11229,KINGS
11230,KINGS
11231,KINGS
11232,KINGS
11233,KINGS
11234,KINGS
11235,KINGS
11236,KINGS
11237,KINGS
11238,KINGS
11239,KINGS
11351,QUEENS
11354,QUEENS
11355,QUEENS
11356,QUEENS
11357,QUEENS
11358,QUEENS
11359,QUEENS
11360,QUEENS
11361,QUEENS
11362,QUEENS
11363,QUEENS
11364,QUEENS
11365,QUEENS
11366,QUEENS
11367,QUEENS
11368,QUEENS
11369,QUEENS
11370,QUEENS
11371,QUEENS
11372,QUEENS
11373,QUEENS
11374,QUEENS
11375,QUEENS
11377,QUEENS
11378,QUEENS
11379,QUEENS
11385,QUEENS
11411,QUEENS
11412,QUEENS
11413,QUEENS
11414,QUEENS
11415,QUEENS
11416,QUEENS
11417,QUEENS
11418,QUEENS
11419,QUEENS
11420,QUEENS
11421,QUEENS
11422,QUEENS
11423,QUEENS
11424,QUEENS
11425,KINGS
11426,QUEENS
11427,QUEENS
11428,QUEENS
11429,QUEENS
11430,QUEENS
11432,QUEENS
11433,QUEENS
11434,QUEENS
11435,QUEENS
11436,QUEENS
11451,QUEENS
11501,NASSAU
11507,NASSAU
11509,NASSAU
11510,NASSAU
11514,NASSAU
11516,NASSAU
11518,NASSAU
11520,NASSAU
11530,NASSAU
11542,NASSAU
11545,NASSAU
11547,NASSAU
11548,NASSAU
11549,NASSAU
11550,NASSAU
11552,NASSAU
11553,NASSAU
11554,NASSAU
11556,NASSAU
11557,NASSAU
11558,NASSAU
11559,NASSAU
11560,NASSAU
11561,NASSAU
11563,NASSAU
11565,NASSAU
11566,NASSAU
11568,NASSAU
11569,NASSAU
11570,NASSAU
11572,NASSAU
11575,NASSAU
11576,NASSAU
11577,NASSAU
11579,NASSAU
11580,NASSAU
11581,NASSAU
11590,NASSAU
11596,NASSAU
11598,NASSAU
11691,QUEENS
11692,QUEENS
11693,QUEENS
11694,QUEENS
11697,QUEENS
11701,SUFFOLK
11702,SUFFOLK
11703,SUFFOLK
11704,SUFFOLK
11705,SUFFOLK
11706,SUFFOLK
11709,NASSAU
11710,NASSAU
11713,SUFFOLK
11714,NASSAU
11715,SUFFOLK
11716,SUFFOLK
11717,SUFFOLK
11718,SUFFOLK
11719,SUFFOLK
11720,SUFFOLK
11721,SUFFOLK
11722,SUFFOLK
11724,SUFFOLK
11725,SUFFOLK
11726,SUFFOLK
11727,SUFFOLK
11729,SUFFOLK
11730,SUFFOLK
11731,SUFFOLK
11732,NASSAU
11733,SUFFOLK
11735,NASSAU
11738,SUFFOLK
11739,SUFFOLK
11740,SUFFOLK
11741,SUFFOLK
11742,SUFFOLK
11743,SUFFOLK
11746,SUFFOLK
11747,SUFFOLK
11749,SUFFOLK
11751,SUFFOLK
11752,SUFFOLK
11753,NASSAU
11754,SUFFOLK
11755,SUFFOLK
11756,NASSAU
11757,SUFFOLK
11758,NASSAU
11762,NASSAU
11763,SUFFOLK
11764,SUFFOLK
11765,NASSAU
11766,SUFFOLK
11767,SUFFOLK
11768,SUFFOLK
11769,SUFFOLK
11770,SUFFOLK
11771,NASSAU
11772,SUFFOLK
11776,SUFFOLK
11777,SUFFOLK
11778,SUFFOLK
11779,SUFFOLK
11780,SUFFOLK
11782,SUFFOLK
11783,NASSAU
11784,SUFFOLK
11786,SUFFOLK
11787,SUFFOLK
11788,SUFFOLK
11789,SUFFOLK
11790,SUFFOLK
11791,NASSAU
11792,SUFFOLK
11793,NASSAU
11794,SUFFOLK
11795,SUFFOLK
11796,SUFFOLK
11797,NASSAU
11798,SUFFOLK
11801,NASSAU
11803,NASSAU
11804,NASSAU
11901,SUFFOLK
11930,SUFFOLK
11931,SUFFOLK
11932,SUFFOLK
11933,SUFFOLK
11934,SUFFOLK
11935,SUFFOLK
11937,SUFFOLK
11939,SUFFOLK
11940,SUFFOLK
11941,SUFFOLK
11942,SUFFOLK
11944,SUFFOLK
11946,SUFFOLK
11947,SUFFOLK
11948,SUFFOLK
11949,SUFFOLK
11950,SUFFOLK
11951,SUFFOLK
11952,SUFFOLK
11953,SUFFOLK
11954,SUFFOLK
11955,SUFFOLK
11956,SUFFOLK
11957,SUFFOLK
11958,SUFFOLK
11959,SUFFOLK
11960,SUFFOLK
11961,SUFFOLK
11962,SUFFOLK
11963,SUFFOLK
11964,SUFFOLK
11965,SUFFOLK
11967,SUFFOLK
11968,SUFFOLK
11970,SUFFOLK
11971,SUFFOLK
11972,SUFFOLK
11973,SUFFOLK
11975,SUFFOLK
11976,SUFFOLK
11977,SUFFOLK
11978,SUFFOLK
11980,SUFFOLK
12007,ALBANY
12008,SCHENECTADY
12009,ALBANY
12010,MONTGOMERY
12015,GREENE
12017,COLUMBIA
12018,RENSSELAER
12019,SARATOGA
12020,SARATOGA
12022,RENSSELAER
12023,ALBANY
12024,COLUMBIA
12025,FULTON
12027,SARATOGA
12028,RENSSELAER
12029,COLUMBIA
12031,SCHOHARIE
12032,FULTON
12033,RENSSELAER
12035,SCHOHARIE
12036,SCHOHARIE
12037,COLUMBIA
12040,RENSSELAER
12041,ALBANY
12042,GREENE
12043,SCHOHARIE
12045,ALBANY
12046,ALBANY
12047,ALBANY
12051,GREENE
12052,RENSSELAER
12053,SCHENECTADY
12054,ALBANY
12056,SCHENECTADY
12057,WASHINGTON
12058,GREENE
12059,ALBANY
12060,COLUMBIA
12061,RENSSELAER
12062,RENSSELAER
12063,RENSSELAER
12064,OTSEGO
12065,SARATOGA
12066,SCHOHARIE
12067,ALBANY
12068,MONTGOMERY
12069,MONTGOMERY
12070,MONTGOMERY
12071,SCHOHARIE
12072,MONTGOMERY
12074,SARATOGA
12075,COLUMBIA
12076,SCHOHARIE
12077,ALBANY
12078,FULTON
12083,GREENE
12084,ALBANY
12085,ALBANY
12086,MONTGOMERY
12087,GREENE
12089,RENSSELAER
12090,RENSSELAER
12092,SCHOHARIE
12093,SCHOHARIE
12094,RENSSELAER
12095,FULTON
12106,COLUMBIA
12108,HAMILTON
12110,ALBANY
12115,COLUMBIA
12116,OTSEGO
12117,FULTON
12118,SARATOGA
12120,ALBANY
12121,RENSSELAER
12122,SCHOHARIE
12123,RENSSELAER
12124,GREENE
12125,COLUMBIA
12130,COLUMBIA
12131,SCHOHARIE
12132,COLUMBIA
12134,FULTON
12136,COLUMBIA
12137,SCHENECTADY
12138,RENSSELAER
12139,HAMILTON
12140,RENSSELAER
12143,ALBANY
12144,RENSSELAER
12147,ALBANY
12148,SARATOGA
12149,SCHOHARIE
12150,SCHENECTADY
12151,SARATOGA
12153,RENSSELAER
12154,RENSSELAER
12155,OTSEGO
12156,RENSSELAER
12157,SCHOHARIE
12158,ALBANY
12159,ALBANY
12160,SCHOHARIE
12161,ALBANY
12164,HAMILTON
12165,COLUMBIA
12166,MONTGOMERY
12167,DELAWARE
12168,RENSSELAER
12169,RENSSELAER
12170,SARATOGA
12172,COLUMBIA
12173,COLUMBIA
12174,COLUMBIA
12175,SCHOHARIE
12176,GREENE
12177,MONTGOMERY
12180,RENSSELAER
12182,RENSSELAER
12183,ALBANY
12184,COLUMBIA
12185,RENSSELAER
12186,ALBANY
12187,SCHOHARIE
12188,SARATOGA
12189,ALBANY
12190,HAMILTON
12192,GREENE
12193,ALBANY
12194,SCHOHARIE
12195,COLUMBIA
12196,RENSSELAER
12197,OTSEGO
12198,RENSSELAER
12202,ALBANY
12203,ALBANY
12204,ALBANY
12205,ALBANY
12206,ALBANY
12207,ALBANY
12208,ALBANY
12209,ALBANY
12210,ALBANY
12211,ALBANY
12222,ALBANY
12302,SCHENECTADY
12303,SCHENECTADY
12304,SCHENECTADY
12305,SCHENECTADY
12306,SCHENECTADY
12307,SCHENECTADY
12308,SCHENECTADY
12309,SCHENECTADY
12401,ULSTER
12404,ULSTER
12405,GREENE
12406,DELAWARE
12407,GREENE
12409,ULSTER
12410,ULSTER
12411,ULSTER
12412,ULSTER
12413,GREENE
12414,GREENE
12416,ULSTER
12417,ULSTER
12418,GREENE
12419,ULSTER
12420,ULSTER
12421,DELAWARE
12422,GREENE
12423,GREENE
12424,GREENE
12427,GREENE
12428,ULSTER
12429,ULSTER
12430,DELAWARE
12431,GREENE
12432,ULSTER
12433,ULSTER
12434,DELAWARE
12435,ULSTER
12436,GREENE
12438,DELAWARE
12439,GREENE
12440,ULSTER
12441,ULSTER
12442,GREENE
12443,ULSTER
12444,GREENE
12446,ULSTER
12448,ULSTER
12449,ULSTER
12450,GREENE
12451,GREENE
12452,GREENE
12453,ULSTER
12454,GREENE
12455,DELAWARE
12456,ULSTER
12457,ULSTER
12458,ULSTER
12459,DELAWARE
12460,GREENE
12461,ULSTER
12463,GREENE
12464,ULSTER
12465,ULSTER
12466,ULSTER
12468,GREENE
12469,ALBANY
12470,GREENE
12471,ULSTER
12472,ULSTER
12473,GREENE
12474,DELAWARE
12475,ULSTER
12477,ULSTER
12480,ULSTER
12481,ULSTER
12482,GREENE
12483,ULSTER
12484,ULSTER
12485,GREENE
12486,ULSTER
12487,ULSTER
12489,ULSTER
12490,ULSTER
12491,ULSTER
12492,GREENE
12493,ULSTER
12494,ULSTER
12495,ULSTER
12496,GREENE
12498,ULSTER
12501,DUTCHESS
12502,COLUMBIA
12503,COLUMBIA
12504,DUTCHESS
12507,DUTCHESS
12508,DUTCHESS
12512,DUTCHESS
12513,COLUMBIA
12514,DUTCHESS
12515,ULSTER
12516,COLUMBIA
12517,COLUMBIA
12518,ORANGE
12520,ORANGE
12521,COLUMBIA
12522,DUTCHESS
12523,COLUMBIA
12524,DUTCHESS
12525,ULSTER
12526,COLUMBIA
12527,DUTCHESS
12528,ULSTER
12529,COLUMBIA
12530,COLUMBIA
12531,DUTCHESS
12533,DUTCHESS
12534,COLUMBIA
12538,DUTCHESS
12540,DUTCHESS
12542,ULSTER
12543,ORANGE
12545,DUTCHESS
12546,DUTCHESS
12547,ULSTER
12548,ULSTER
12549,ORANGE
12550,ORANGE
12553,ORANGE
12561,ULSTER
12563,PUTNAM
12564,DUTCHESS
12565,COLUMBIA
12566,ULSTER
12567,DUTCHESS
12569,DUTCHESS
12570,DUTCHESS
12571,DUTCHESS
12572,DUTCHESS
12574,DUTCHESS
12575,ORANGE
12577,ORANGE
12578,DUTCHESS
12580,DUTCHESS
12581,DUTCHESS
12582,DUTCHESS
12583,DUTCHESS
12585,DUTCHESS
12586,ORANGE
12589,ULSTER
12590,DUTCHESS
12592,DUTCHESS
12594,DUTCHESS
12601,DUTCHESS
12603,DUTCHESS
12604,DUTCHESS
12701,SULLIVAN
12719,SULLIVAN
12720,SULLIVAN
12721,SULLIVAN
12722,SULLIVAN
12723,SULLIVAN
12724,SULLIVAN
12725,ULSTER
12726,SULLIVAN
12729,ORANGE
12732,SULLIVAN
12733,SULLIVAN
12734,SULLIVAN
12736,SULLIVAN
12737,SULLIVAN
12738,SULLIVAN
12740,SULLIVAN
12741,SULLIVAN
12742,SULLIVAN
12743,SULLIVAN
12745,SULLIVAN
12746,ORANGE
12747,SULLIVAN
12748,SULLIVAN
12749,SULLIVAN
12750,SULLIVAN
12751,SULLIVAN
12752,SULLIVAN
12754,SULLIVAN
12758,SULLIVAN
12759,SULLIVAN
12760,DELAWARE
12762,SULLIVAN
12763,SULLIVAN
12764,SULLIVAN
12765,SULLIVAN
12766,SULLIVAN
12767,SULLIVAN
12768,SULLIVAN
12769,SULLIVAN
12770,SULLIVAN
12771,ORANGE
12775,SULLIVAN
12776,SULLIVAN
12777,SULLIVAN
12778,SULLIVAN
12779,SULLIVAN
12780,ORANGE
12781,SULLIVAN
12783,SULLIVAN
12784,SULLIVAN
12785,SULLIVAN
12786,SULLIVAN
12787,SULLIVAN
12788,SULLIVAN
12789,SULLIVAN
12790,SULLIVAN
12791,SULLIVAN
12792,SULLIVAN
12801,WARREN
12803,SARATOGA
12804,WARREN
12808,WARREN
12809,WASHINGTON
12810,WARREN
12811,WARREN
12812,HAMILTON
12814,WARREN
12815,WARREN
12816,WASHINGTON
12817,WARREN
12819,WASHINGTON
12821,WASHINGTON
12822,SARATOGA
12823,WASHINGTON
12824,WARREN
12827,WASHINGTON
12828,WASHINGTON
12831,SARATOGA
12832,WASHINGTON
12833,SARATOGA
12834,WASHINGTON
12835,SARATOGA
12836,WARREN
12837,WASHINGTON
12838,WASHINGTON
12839,WASHINGTON
12841,WASHINGTON
12842,HAMILTON
12843,WARREN
12844,WASHINGTON
12845,WARREN
12846,WARREN
12847,HAMILTON
12849,WASHINGTON
12850,SARATOGA
12851,ESSEX
12852,ESSEX
12853,WARREN
12855,ESSEX
12856,WARREN
12857,ESSEX
12858,ESSEX
12859,SARATOGA
12860,WARREN
12861,WASHINGTON
12862,WARREN
12863,SARATOGA
12864,HAMILTON
12865,WASHINGTON
12866,SARATOGA
12870,ESSEX
12871,SARATOGA
12872,ESSEX
12873,WASHINGTON
12874,WARREN
12878,WARREN
12883,ESSEX
12884,SARATOGA
12885,WARREN
12886,WARREN
12887,WASHINGTON
12901,CLINTON
12903,CLINTON
12910,CLINTON
12911,CLINTON
12912,CLINTON
12913,ESSEX
12914,FRANKLIN
12916,FRANKLIN
12917,FRANKLIN
12918,CLINTON
12919,CLINTON
12920,FRANKLIN
12921,CLINTON
12922,ST. LAWRENCE
12923,CLINTON
12924,CLINTON
12926,FRANKLIN
12927,ST. LAWRENCE
12928,ESSEX
12929,CLINTON
12930,FRANKLIN
12932,ESSEX
12933,CLINTON
12934,CLINTON
12935,CLINTON
12936,ESSEX
12937,FRANKLIN
12939,FRANKLIN
12941,ESSEX
12942,ESSEX
12943,ESSEX
12944,ESSEX
12945,FRANKLIN
12946,ESSEX
12950,ESSEX
12952,CLINTON
12953,FRANKLIN
12955,CLINTON
12956,ESSEX
12957,FRANKLIN
12958,CLINTON
12959,CLINTON
12960,ESSEX
12961,ESSEX
12962,CLINTON
12964,ESSEX
12965,ST. LAWRENCE
12966,FRANKLIN
12967,ST. LAWRENCE
12969,FRANKLIN
12970,FRANKLIN
12972,CLINTON
12973,ST. LAWRENCE
12974,ESSEX
12975,ESSEX
12976,FRANKLIN
12977,ESSEX
12978,CLINTON
12979,CLINTON
12980,FRANKLIN
12981,CLINTON
12983,FRANKLIN
12985,CLINTON
12986,FRANKLIN
12987,ESSEX
12989,FRANKLIN
12992,CLINTON
12993,ESSEX
12996,ESSEX
12997,ESSEX
12998,ESSEX
13020,ONONDAGA
13021,CAYUGA
13024,CAYUGA
13026,CAYUGA
13027,ONONDAGA
13028,OSWEGO
13029,ONONDAGA
13030,MADISON
13031,ONONDAGA
13032,MADISON
13033,CAYUGA
13034,CAYUGA
13035,MADISON
13036,OSWEGO
13037,MADISON
13039,ONONDAGA
13040,CORTLAND
13041,ONONDAGA
13042,OSWEGO
13044,OSWEGO
13045,CORTLAND
13051,ONONDAGA
13052,MADISON
13053,TOMPKINS
13054,ONEIDA
13057,ONONDAGA
13060,ONONDAGA
13061,MADISON
13062,TOMPKINS
13063,ONONDAGA
13064,CAYUGA
13066,ONONDAGA
13068,TOMPKINS
13069,OSWEGO
13071,CAYUGA
13072,MADISON
13073,TOMPKINS
13074,OSWEGO
13076,OSWEGO
13077,CORTLAND
13078,ONONDAGA
13080,ONONDAGA
13081,CAYUGA
13082,MADISON
13083,OSWEGO
13084,ONONDAGA
13087,CORTLAND
13088,ONONDAGA
13090,ONONDAGA
13092,CAYUGA
13101,CORTLAND
13102,TOMPKINS
13103,OSWEGO
13104,ONONDAGA
13108,ONONDAGA
13110,ONONDAGA
13111,CAYUGA
13112,ONONDAGA
13113,CAYUGA
13114,OSWEGO
13115,OSWEGO
13116,ONONDAGA
13117,CAYUGA
13118,CAYUGA
13120,ONONDAGA
13122,MADISON
13123,ONEIDA
13124,CHENANGO
13126,OSWEGO
13131,OSWEGO
13132,OSWEGO
13134,MADISON
13135,OSWEGO
13136,CHENANGO
13138,ONONDAGA
13140,CAYUGA
13141,CORTLAND
13142,OSWEGO
13143,WAYNE
13144,OSWEGO
13145,OSWEGO
13146,WAYNE
13147,CAYUGA
13148,SENECA
13152,ONONDAGA
13153,ONONDAGA
13155,CHENANGO
13156,CAYUGA
13157,ONEIDA
13158,CORTLAND
13159,ONONDAGA
13160,CAYUGA
13162,ONEIDA
13163,MADISON
13164,ONONDAGA
13165,SENECA
13166,CAYUGA
13167,OSWEGO
13202,ONONDAGA
13203,ONONDAGA
13204,ONONDAGA
13205,ONONDAGA
13206,ONONDAGA
13207,ONONDAGA
13208,ONONDAGA
13209,ONONDAGA
13210,ONONDAGA
13211,ONONDAGA
13212,ONONDAGA
13214,ONONDAGA
13215,ONONDAGA
13219,ONONDAGA
13224,ONONDAGA
13290,ONONDAGA
13301,ONEIDA
13302,OSWEGO
13303,ONEIDA
13304,ONEIDA
13305,LEWIS
13308,ONEIDA
13309,ONEIDA
13310,MADISON
13312,LEWIS
13313,ONEIDA
13314,MADISON
13315,OTSEGO
13316,ONEIDA
13317,MONTGOMERY
13318,ONEIDA
13319,ONEIDA
13320,OTSEGO
13321,ONEIDA
13322,ONEIDA
13323,ONEIDA
13324,HERKIMER
13325,LEWIS
13326,OTSEGO
13327,LEWIS
13328,ONEIDA
13329,HERKIMER
13331,HERKIMER
13332,MADISON
13333,OTSEGO
13334,MADISON
13335,OTSEGO
13337,OTSEGO
13338,ONEIDA
13339,MONTGOMERY
13340,HERKIMER
13341,ONEIDA
13342,OTSEGO
13343,LEWIS
13345,LEWIS
13346,MADISON
13348,OTSEGO
13350,HERKIMER
13352,ONEIDA
13353,HAMILTON
13354,ONEIDA
13355,MADISON
13357,HERKIMER
13360,HAMILTON
13361,HERKIMER
13362,ONEIDA
13363,ONEIDA
13364,MADISON
13365,HERKIMER
13367,LEWIS
13368,LEWIS
13402,MADISON
13403,ONEIDA
13404,LEWIS
13406,HERKIMER
13407,HERKIMER
13408,MADISON
13409,MADISON
13410,MONTGOMERY
13411,CHENANGO
13413,ONEIDA
13415,OTSEGO
13416,HERKIMER
13417,ONEIDA
13418,MADISON
13420,HERKIMER
13421,MADISON
13424,ONEIDA
13425,ONEIDA
13428,MONTGOMERY
13431,HERKIMER
13433,LEWIS
13435,ONEIDA
13436,HAMILTON
13437,OSWEGO
13438,ONEIDA
13439,OTSEGO
13440,ONEIDA
13441,ONEIDA
13450,OTSEGO
13452,MONTGOMERY
13454,HERKIMER
13456,ONEIDA
13459,SCHOHARIE
13460,CHENANGO
13461,ONEIDA
13464,CHENANGO
13468,OTSEGO
13469,ONEIDA
13470,FULTON
13471,ONEIDA
13472,HERKIMER
13473,LEWIS
13475,HERKIMER
13476,ONEIDA
13477,ONEIDA
13478,ONEIDA
13480,ONEIDA
13483,ONEIDA
13484,MADISON
13485,MADISON
13486,ONEIDA
13488,OTSEGO
13489,LEWIS
13490,ONEIDA
13491,HERKIMER
13492,ONEIDA
13493,OSWEGO
13494,ONEIDA
13495,ONEIDA
13501,ONEIDA
13502,ONEIDA
13601,JEFFERSON
13602,JEFFERSON
13603,JEFFERSON
13605,JEFFERSON
13606,JEFFERSON
13607,JEFFERSON
13608,JEFFERSON
13612,JEFFERSON
13613,ST. LAWRENCE
13614,ST. LAWRENCE
13615,JEFFERSON
13616,JEFFERSON
13617,ST. LAWRENCE
13618,JEFFERSON
13619,JEFFERSON
13620,LEWIS
13621,ST. LAWRENCE
13622,JEFFERSON
13623,ST. LAWRENCE
13624,JEFFERSON
13625,ST. LAWRENCE
13626,LEWIS
13628,JEFFERSON
13630,ST. LAWRENCE
13633,ST. LAWRENCE
13634,JEFFERSON
13635,ST. LAWRENCE
13636,JEFFERSON
13637,JEFFERSON
13638,JEFFERSON
13639,ST. LAWRENCE
13640,JEFFERSON
13641,JEFFERSON
13642,ST. LAWRENCE
13643,JEFFERSON
13646,ST. LAWRENCE
13647,ST. LAWRENCE
13648,LEWIS
13650,JEFFERSON
13651,JEFFERSON
13652,ST. LAWRENCE
13654,ST. LAWRENCE
13655,FRANKLIN
13656,JEFFERSON
13658,ST. LAWRENCE
13659,JEFFERSON
13660,ST. LAWRENCE
13661,JEFFERSON
13662,ST. LAWRENCE
13664,ST. LAWRENCE
13665,JEFFERSON
13666,ST. LAWRENCE
13667,ST. LAWRENCE
13668,ST. LAWRENCE
13669,ST. LAWRENCE
13670,ST. LAWRENCE
13672,ST. LAWRENCE
13673,JEFFERSON
13674,JEFFERSON
13675,JEFFERSON
13676,ST. LAWRENCE
13677,ST. LAWRENCE
13678,ST. LAWRENCE
13679,JEFFERSON
13680,ST. LAWRENCE
13681,ST. LAWRENCE
13682,JEFFERSON
13684,ST. LAWRENCE
13685,JEFFERSON
13687,ST. LAWRENCE
13690,ST. LAWRENCE
13691,JEFFERSON
13692,JEFFERSON
13693,JEFFERSON
13694,ST. LAWRENCE
13695,ST. LAWRENCE
13696,ST. LAWRENCE
13697,ST. LAWRENCE
13730,CHENANGO
13731,DELAWARE
13732,TIOGA
13733,CHENANGO
13734,TIOGA
13736,TIOGA
13739,DELAWARE
13740,DELAWARE
13743,TIOGA
13744,BROOME
13746,BROOME
13748,BROOME
13750,DELAWARE
13751,DELAWARE
13752,DELAWARE
13753,DELAWARE
13754,BROOME
13755,DELAWARE
13756,DELAWARE
13757,DELAWARE
13760,BROOME
13774,DELAWARE
13775,DELAWARE
13776,OTSEGO
13777,BROOME
13778,CHENANGO
13780,CHENANGO
13782,DELAWARE
13783,DELAWARE
13784,CORTLAND
13786,DELAWARE
13787,BROOME
13788,DELAWARE
13790,BROOME
13794,BROOME
13795,BROOME
13796,OTSEGO
13797,BROOME
13801,CHENANGO
13802,BROOME
13803,CORTLAND
13804,DELAWARE
13806,DELAWARE
13807,OTSEGO
13808,OTSEGO
13809,CHENANGO
13810,OTSEGO
13811,TIOGA
13812,TIOGA
13813,BROOME
13815,CHENANGO
13820,OTSEGO
13825,OTSEGO
13826,BROOME
13827,TIOGA
13830,CHENANGO
13832,CHENANGO
13833,BROOME
13834,OTSEGO
